1,1,0.19407,0.54058,0.94155,0.99983,0.99998,1,1,1,0.4562,0.95822,1,0.99992,1,1,1,0.5343,1,0.60853,0.99396,0.59762
1,1,0.94574,0.68342,0.97658,0.86227,0.40318,0.31474,0.73159,1,0.96147,0.80791,0.73431,0.88157,0.25931,0.93814,0.041675,0.8634,0.9673,0.89956,0.10556,0.90123
1,0.99998,0.93735,0.62172,1,0.65167,0.43603,0.6448,0.61969,0.18961,0.86362,0.6556,0.62175,0.99882,0.30236,0.62172,0.15198,0.62471,0.75198,0.62172,0.6222,0.6217
1,0.065439,0.072386,0.59909,0.90228,0.65724,0.011006,0.22516,0.97225,0.27759,0.218,0.047697,0.17486,0.59682,0,0.23972,0.11165,0.96782,0.83856,0.061181,0.8741,0.50457
0.99998,0.99018,0.84268,0.99892,1,0.9464,0.9949,0.87059,0.99982,0.945,0.99225,0.143,0.98838,0.16281,0.99354,0.49363,0.91569,0.99891,0.99996,0.26168,0.38267,0.92559
0.99868,0.99868,0.58207,0.57022,0.95081,0.82164,1,1,0.99942,0.99827,0.99174,0.96589,0.99074,0.68931,0.99237,0.95769,0.99083,0.67727,0.94621,1,0.99602,0.95808
0.99566,0.99562,0.52486,0.48759,0.98574,0.65167,1,0.040185,0.99781,0.092256,0.95118,0.4938,0.31739,0.48759,0.92677,0.48759,0.47309,0.91185,0.77254,0.97841,0.48759,0.29626
0.99262,0.99113,0.93655,0.99437,0.99207,0.7625,0.99865,0.99932,0.010105,0.683,0.99992,0.12332,0.97686,0.94188,0.97824,0.24588,1,0.97809,0.83507,0.86582,0.86794,0.97798
0.99115,0.97013,0.99981,1,1,0.99985,1,0.98675,0.94323,0.99901,1,0.99049,0.9909,0.98561,1,0.97946,0.7017,1,1,0.99992,1,1
0.98898,0.98445,0.79867,0.70368,0.1939,0.016333,0.79895,0.18576,0.62117,0.26612,0.90072,0.9631,0.60477,0.053081,0.56119,0.83192,0.78519,1,0.071187,0.94286,0.65067,0.12116
0.93027,0.77544,1,1,0.913,1,1,0.59092,0.98771,0.99974,0.85525,0.99252,0.9934,0.99998,1,0.51698,0.40053,0.74933,0.78996,1,0.23401,0.95122
0.92633,0.97493,0.5022,0.095851,0.80882,0.90958,0.69663,0.68528,0.85439,1,0.99266,0.74069,0.4938,0.99996,0.33627,0.49008,0.91012,0.18468,0.062677,0.59196,0.22909,0.98555
0.91748,0.32259,0.19636,0.6418,0.51172,0.98979,0.12806,0.36442,0.76829,0.12953,0.94256,0.46601,0.14859,0.20651,0.079875,0.13883,0.33564,0.201,0.28427,0.052258,0.36484,0.21503
0.87543,0.90438,0.22328,0.99082,0.67222,0.59531,0.42396,0.020628,0.43464,0.99539,0,0.13608,0.61975,0.25414,0.53486,0.86642,0.879,0.045682,0.30399,0.81958,0.34984,0.50301
0.84049,0.90102,0.52553,0.92832,0.31556,0.78192,0.76694,0.026909,0.11516,0.57777,0.99982,0.33004,0.67731,0.64789,0.16875,0.80051,0.23161,0.36022,0.05541,0.99938,0.89885,1
0.74708,0.74708,0.21558,0.060446,0.35853,0.5982,0.90057,0.016373,0.10331,0.20264,0.17626,0.21313,0.38464,0.17293,0.65431,0.26497,0.29196,0.5547,0.16812,0.21574,0.27813,0.048658
0.74432,0.29323,0.97533,0.99447,0.98824,0.087741,0.8997,0.64044,0.90003,0.99835,0.18395,0.44122,0.63992,0.75123,0.71871,0.016718,0.58661,0.054084,0.17381,0.25959,0.33766,0.57642
0.69791,0.64021,0.98982,0.95193,0.44338,0.12819,0.27435,0.39367,0.80141,0.63451,0.6165,0.011481,0.50701,0.91436,0.67261,0.055382,0.10735,0.031948,0.10615,0.2149,0.13571,0.0052099
0.63323,0.66959,0.63804,0.022296,0.99211,0.65167,0.57045,0.32578,0.41995,0.02574,0.73957,0.12897,0.19229,0.99684,0.015989,0.32171,0.27998,0.67165,0.79689,0.73379,0.61454,0.7284
0.59056,0.51717,0.35937,0.092252,0.72112,0.20307,0.23161,0.13709,0.19625,0.10019,0.30224,0.69777,0.081707,0.039322,0.96582,0.4401,0.30121,0.54381,0.63009,0.13125,0.31221,0.56155
0.38147,0.13177,0.14596,0.50207,0.047787,0.02192,0.43094,0.4046,0.91606,0.26013,0.069874,0.044056,0.13165,0.029314,0.082161,0.0048966,0.31455,0.59871,0.48497,0.10354,0.26374,0.020803
0.34395,0.55668,0.64073,0.33208,0.72173,1,0.94042,0.7665,0.55171,0.00734,0.42021,0.26766,0.8035,1,0.65961,0.6236,0.61067,0.72651,0.99573,0.70074,0.28899,0.955
